kepid,kepoi_name,kepler_name,koi_disposition,koi_prad,,,,,,,,,,,,,,,,,,,,,,,,
8150320,K00904.04,Kepler-55 e,CONFIRMED,1.62,,,,,,,,,,,,,,,,,,,,,,,,
8150320,K00904.05,Kepler-55 f,CONFIRMED,1.75,,,,,,,,,,,,,,,,,,,,,,,,
8180063,K00905.01,,FALSE POSITIVE,4.33,,,,,,,,,,,,,,,,,,,,,,,,
8226994,K00906.01,Kepler-250 c,CONFIRMED,2.47,,,,,,,,,,,,,,,,,,,,,,,,
8226994,K00906.02,Kepler-250 d,CONFIRMED,2.43,,,,,,,,,,,,,,,,,,,,,,,,
8226994,K00906.03,Kepler-250 b,CONFIRMED,1.08,,,,,,,,,,,,,,,,,,,,,,,,
8247638,K00907.01,Kepler-251 c,CONFIRMED,2.72,,,,,,,,,,,,,,,,,,,,,,,,
8247638,K00907.02,Kepler-251 d,CONFIRMED,3.14,,,,,,,,,,,,,,,,,,,,,,,,
8247638,K00907.03,Kepler-251 b,CONFIRMED,1.36,,,,,,,,,,,,,,,,,,,,,,,,
11086270,K00124.02,Kepler-110 c,CONFIRMED,3.09,,,,,,,,,,,,,,,,,,,,,,,,
8247638,K00907.04,Kepler-251 e,CONFIRMED,2.64,,,,,,,,,,,,,,,,,,,,,,,,
8255887,K00908.01,Kepler-720 b,CONFIRMED,10.6,,,,,,,,,,,,,,,,,,,,,,,,
8256049,K00909.01,,FALSE POSITIVE,540.37,,,,,,,,,,,,,,,,,,,,,,,,
8414716,K00910.01,Kepler-721 b,CONFIRMED,2.68,,,,,,,,,,,,,,,,,,,,,,,,
9140402,K00928.01,,CANDIDATE,2.42,,,,,,,,,,,,,,,,,,,,,,,,
9141746,K00929.01,Kepler-730 b,CONFIRMED,9.66,,,,,,,,,,,,,,,,,,,,,,,,
9159275,K00930.01,,FALSE POSITIVE,24.54,,,,,,,,,,,,,,,,,,,,,,,,
9166862,K00931.01,Kepler-731 b,CONFIRMED,13.61,,,,,,,,,,,,,,,,,,,,,,,,
9166870,K00932.01,,FALSE POSITIVE,3.57,,,,,,,,,,,,,,,,,,,,,,,,
11449844,K00125.01,Kepler-468 b,CONFIRMED,13.26,,,,,,,,,,,,,,,,,,,,,,,,
8605074,K00915.01,,FALSE POSITIVE,27.22,,,,,,,,,,,,,,,,,,,,,,,,
8628973,K00916.01,Kepler-724 b,CONFIRMED,3.94,,,,,,,,,,,,,,,,,,,,,,,,
8655354,K00917.01,,FALSE POSITIVE,4.37,,,,,,,,,,,,,,,,,,,,,,,,
8672910,K00918.01,Kepler-725 b,CONFIRMED,10.98,,,,,,,,,,,,,,,,,,,,,,,,
8686150,K00919.01,,FALSE POSITIVE,29.66,,,,,,,,,,,,,,,,,,,,,,,,
8689031,K00920.01,Kepler-726 b,CONFIRMED,2.6,,,,,,,,,,,,,,,,,,,,,,,,
8689373,K00921.01,Kepler-253 c,CONFIRMED,2.53,,,,,,,,,,,,,,,,,,,,,,,,
8689373,K00921.02,Kepler-253 d,CONFIRMED,2.95,,,,,,,,,,,,,,,,,,,,,,,,
8689373,K00921.03,Kepler-253 b,CONFIRMED,1.7,,,,,,,,,,,,,,,,,,,,,,,,
8826878,K00922.01,Kepler-727 b,CONFIRMED,2.94,,,,,,,,,,,,,,,,,,,,,,,,
5897826,K00126.01,Kepler-469 b,FALSE POSITIVE,20.7,,,,,,,,,,,,,,,,,,,,,,,,
8883593,K00923.01,Kepler-728 b,CONFIRMED,3.13,,,,,,,,,,,,,,,,,,,,,,,,
8951215,K00924.01,,CANDIDATE,4.06,,,,,,,,,,,,,,,,,,,,,,,,
9016295,K00925.01,,FALSE POSITIVE,26.56,,,,,,,,,,,,,,,,,,,,,,,,
9077124,K00926.01,Kepler-729 b,CONFIRMED,3.82,,,,,,,,,,,,,,,,,,,,,,,,
9097120,K00927.01,,FALSE POSITIVE,44.04,,,,,,,,,,,,,,,,,,,,,,,,
9466668,K00939.01,Kepler-256 c,CONFIRMED,2.11,,,,,,,,,,,,,,,,,,,,,,,,
9466668,K00939.02,Kepler-256 d,CONFIRMED,2.06,,,,,,,,,,,,,,,,,,,,,,,,
9466668,K00939.03,Kepler-256 b,CONFIRMED,1.57,,,,,,,,,,,,,,,,,,,,,,,,
9466668,K00939.04,Kepler-256 e,CONFIRMED,2.3,,,,,,,,,,,,,,,,,,,,,,,,
9479273,K00940.01,Kepler-734 b,CONFIRMED,3.18,,,,,,,,,,,,,,,,,,,,,,,,
8359498,K00127.01,Kepler-77 b,CONFIRMED,10.43,,,,,,,,,,,,,,,,,,,,,,,,
9171801,K00933.01,,FALSE POSITIVE,23.88,,,,,,,,,,,,,,,,,,,,,,,,
9334289,K00934.01,Kepler-254 b,CONFIRMED,4.09,,,,,,,,,,,,,,,,,,,,,,,,
9334289,K00934.02,Kepler-254 c,CONFIRMED,2.58,,,,,,,,,,,,,,,,,,,,,,,,
9334289,K00934.03,Kepler-254 d,CONFIRMED,3.05,,,,,,,,,,,,,,,,,,,,,,,,
9347899,K00935.01,Kepler-31 b,CONFIRMED,5.5,,,,,,,,,,,,,,,,,,,,,,,,
9347899,K00935.02,Kepler-31 c,CONFIRMED,5.22,,,,,,,,,,,,,,,,,,,,,,,,
9347899,K00935.03,Kepler-31 d,CONFIRMED,4,,,,,,,,,,,,,,,,,,,,,,,,
9347899,K00935.04,,CANDIDATE,1.94,,,,,,,,,,,,,,,,,,,,,,,,
9388479,K00936.01,Kepler-732 b,CONFIRMED,2.13,,,,,,,,,,,,,,,,,,,,,,,,
9388479,K00936.02,Kepler-732 c,CONFIRMED,1.24,,,,,,,,,,,,,,,,,,,,,,,,
11359879,K00128.01,Kepler-15 b,CONFIRMED,10.62,,,,,,,,,,,,,,,,,,,,,,,,
9406990,K00937.01,Kepler-733 b,CONFIRMED,2.74,,,,,,,,,,,,,,,,,,,,,,,,
9415172,K00938.01,Kepler-255 c,CONFIRMED,3.12,,,,,,,,,,,,,,,,,,,,,,,,
9415172,K00938.02,Kepler-255 d,CONFIRMED,1.45,,,,,,,,,,,,,,,,,,,,,,,,
9415172,K00938.03,Kepler-255 b,CONFIRMED,1.78,,,,,,,,,,,,,,,,,,,,,,,,
9904059,K00145.01,,FALSE POSITIVE,39,,,,,,,,,,,,,,,,,,,,,,,,
3231341,K01102.02,Kepler-24 b,CONFIRMED,3.43,,,,,,,,,,,,,,,,,,,,,,,,
3231341,K01102.03,Kepler-24 e,CONFIRMED,43.17,,,,,,,,,,,,,,,,,,,,,,,,
3231341,K01102.04,Kepler-24 d,CONFIRMED,2.07,,,,,,,,,,,,,,,,,,,,,,,,
2860866,K01103.01,,CANDIDATE,7.12,,,,,,,,,,,,,,,,,,,,,,,,
7626506,K00150.02,Kepler-112 c,CONFIRMED,2.32,,,,,,,,,,,,,,,,,,,,,,,,
10460629,K01168.01,,CANDIDATE,3.87,,,,,,,,,,,,,,,,,,,,,,,,
10319385,K01169.01,,CANDIDATE,1.32,,,,,,,,,,,,,,,,,,,,,,,,
10482160,K01170.01,Kepler-1739 b,CONFIRMED,1.84,,,,,,,,,,,,,,,,,,,,,,,,
10485069,K01171.01,,FALSE POSITIVE,35.74,,,,,,,,,,,,,,,,,,,,,,,,
3233043,K00966.01,,FALSE POSITIVE,59.56,,,,,,,,,,,,,,,,,,,,,,,,
6579806,K00967.01,,FALSE POSITIVE,23.6,,,,,,,,,,,,,,,,,,,,,,,,
3560301,K00968.01,,FALSE POSITIVE,5.06,,,,,,,,,,,,,,,,,,,,,,,,
4044005,K00969.01,,FALSE POSITIVE,13.66,,,,,,,,,,,,,,,,,,,,,,,,
11502218,K00970.01,,CANDIDATE,34.39,,,,,,,,,,,,,,,,,,,,,,,,
11180361,K00971.01,,CANDIDATE,133.56,,,,,,,,,,,,,,,,,,,,,,,,
5802246,K01044.01,,FALSE POSITIVE,23.61,,,,,,,,,,,,,,,,,,,,,,,,
6066403,K01045.01,,FALSE POSITIVE,27.85,,,,,,,,,,,,,,,,,,,,,,,,
6209637,K01046.01,,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,
5988031,K01047.01,,FALSE POSITIVE,23.35,,,,,,,,,,,,,,,,,,,,,,,,
7684873,K00014.01,,FALSE POSITIVE,403.59,,,,,,,,,,,,,,,,,,,,,,,,
8559644,K00139.01,Kepler-111 c,CONFIRMED,7.67,,,,,,,,,,,,,,,,,,,,,,,,
2851100,K01104.01,,FALSE POSITIVE,1.25,,,,,,,,,,,,,,,,,,,,,,,,
3130300,K01105.01,,FALSE POSITIVE,7.47,,,,,,,,,,,,,,,,,,,,,,,,
3240158,K01106.01,Kepler-769 b,CONFIRMED,2.47,,,,,,,,,,,,,,,,,,,,,,,,
3240158,K01106.02,Kepler-769 c,CONFIRMED,1.62,,,,,,,,,,,,,,,,,,,,,,,,
3228959,K01107.01,,FALSE POSITIVE,17.12,,,,,,,,,,,,,,,,,,,,,,,,
3218908,K01108.01,Kepler-770 b,CONFIRMED,13.92,,,,,,,,,,,,,,,,,,,,,,,,
10341913,K01172.01,,FALSE POSITIVE,3.22,,,,,,,,,,,,,,,,,,,,,,,,
10480921,K01173.01,,FALSE POSITIVE,1.19,,,,,,,,,,,,,,,,,,,,,,,,
10287723,K01174.01,,CANDIDATE,2.99,,,,,,,,,,,,,,,,,,,,,,,,
10350571,K01175.01,Kepler-784 b,CONFIRMED,1.78,,,,,,,,,,,,,,,,,,,,,,,,
10350571,K01175.02,Kepler-784 c,CONFIRMED,1.55,,,,,,,,,,,,,,,,,,,,,,,,
3749365,K01176.01,Kepler-785 b,CONFIRMED,8.78,,,,,,,,,,,,,,,,,,,,,,,,
11013201,K00972.01,,CANDIDATE,8.25,,,,,,,,,,,,,,,,,,,,,,,,
11673674,K00133.01,,FALSE POSITIVE,7.48,,,,,,,,,,,,,,,,,,,,,,,,
11013201,K00972.02,,CANDIDATE,2.78,,,,,,,,,,,,,,,,,,,,,,,,
9414417,K00974.01,,CANDIDATE,2.52,,,,,,,,,,,,,,,,,,,,,,,,
3632418,K00975.01,Kepler-21 b,CONFIRMED,1.69,,,,,,,,,,,,,,,,,,,,,,,,
3441784,K00976.01,,FALSE POSITIVE,78.54,,,,,,,,,,,,,,,,,,,,,,,,
5820218,K01048.01,,FALSE POSITIVE,14.71,,,,,,,,,,,,,,,,,,,,,,,,
5876368,K01049.01,,FALSE POSITIVE,1.45,,,,,,,,,,,,,,,,,,,,,,,,
5809890,K01050.01,Kepler-755 b,CONFIRMED,1.41,,,,,,,,,,,,,,,,,,,,,,,,
5809890,K01050.02,Kepler-755 c,CONFIRMED,1.36,,,,,,,,,,,,,,,,,,,,,,,,
6131236,K01051.01,Kepler-1734 b,CONFIRMED,2.01,,,,,,,,,,,,,,,,,,,,,,,,
9048161,K00146.01,,FALSE POSITIVE,67.37,,,,,,,,,,,,,,,,,,,,,,,,
3218908,K01108.02,Kepler-770 c,CONFIRMED,5.88,,,,,,,,,,,,,,,,,,,,,,,,
3218908,K01108.03,Kepler-770 d,CONFIRMED,7.62,,,,,,,,,,,,,,,,,,,,,,,,
3235672,K01109.01,,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,
2837111,K01110.01,Kepler-771 b,CONFIRMED,1.59,,,,,,,,,,,,,,,,,,,,,,,,
3120276,K01111.01,,FALSE POSITIVE,1.81,,,,,,,,,,,,,,,,,,,,,,,,
2307199,K00151.01,,CANDIDATE,5.24,,,,,,,,,,,,,,,,,,,,,,,,
3547091,K01177.01,,FALSE POSITIVE,25.89,,,,,,,,,,,,,,,,,,,,,,,,
3869825,K01178.01,,FALSE POSITIVE,16.91,,,,,,,,,,,,,,,,,,,,,,,,
3655332,K01179.01,,FALSE POSITIVE,56.44,,,,,,,,,,,,,,,,,,,,,,,,
4042026,K01180.01,,FALSE POSITIVE,11.36,,,,,,,,,,,,,,,,,,,,,,,,
3344419,K01181.01,,FALSE POSITIVE,33.65,,,,,,,,,,,,,,,,,,,,,,,,
11192141,K00977.01,,FALSE POSITIVE,430.99,,,,,,,,,,,,,,,,,,,,,,,,
11494130,K00978.01,,FALSE POSITIVE,71.39,,,,,,,,,,,,,,,,,,,,,,,,
5648449,K00979.01,,FALSE POSITIVE,2436.69,,,,,,,,,,,,,,,,,,,,,,,,
12167361,K00980.01,,FALSE POSITIVE,68.02,,,,,,,,,,,,,,,,,,,,,,,,
8607720,K00981.01,,FALSE POSITIVE,2.98,,,,,,,,,,,,,,,,,,,,,,,,
1433962,K00982.01,,FALSE POSITIVE,1.56,,,,,,,,,,,,,,,,,,,,,,,,
9032900,K00134.01,,CONFIRMED,12.1,,,,,,,,,,,,,,,,,,,,,,,,
5956342,K01052.01,Kepler-265 c,CONFIRMED,2.54,,,,,,,,,,,,,,,,,,,,,,,,
5956342,K01052.02,Kepler-265 b,CONFIRMED,1.67,,,,,,,,,,,,,,,,,,,,,,,,
5956342,K01052.03,Kepler-265 e,CONFIRMED,2.39,,,,,,,,,,,,,,,,,,,,,,,,
5956342,K01052.04,Kepler-265 d,CONFIRMED,2.39,,,,,,,,,,,,,,,,,,,,,,,,
5956656,K01053.01,Kepler-756 b,CONFIRMED,1.54,,,,,,,,,,,,,,,,,,,,,,,,
3109930,K01112.01,Kepler-1736 b,CONFIRMED,2.33,,,,,,,,,,,,,,,,,,,,,,,,
2854914,K01113.01,Kepler-268 b,CONFIRMED,2.48,,,,,,,,,,,,,,,,,,,,,,,,
2854914,K01113.02,Kepler-268 c,CONFIRMED,2.73,,,,,,,,,,,,,,,,,,,,,,,,
3337425,K01114.01,,FALSE POSITIVE,25.2,,,,,,,,,,,,,,,,,,,,,,,,
3116412,K01115.01,Kepler-772 b,CONFIRMED,2.03,,,,,,,,,,,,,,,,,,,,,,,,
3865567,K01182.01,,FALSE POSITIVE,8.96,,,,,,,,,,,,,,,,,,,,,,,,
3544689,K01183.01,,FALSE POSITIVE,5.09,,,,,,,,,,,,,,,,,,,,,,,,
4037164,K01184.01,,FALSE POSITIVE,19,,,,,,,,,,,,,,,,,,,,,,,,
3443790,K01185.01,,FALSE POSITIVE,97.27,,,,,,,,,,,,,,,,,,,,,,,,
3966912,K01186.01,,FALSE POSITIVE,34.14,,,,,,,,,,,,,,,,,,,,,,,,
8394721,K00152.01,Kepler-79 d,CONFIRMED,7.14,,,,,,,,,,,,,,,,,,,,,,,,
11607193,K00983.01,,FALSE POSITIVE,7.41,,,,,,,,,,,,,,,,,,,,,,,,
1161345,K00984.01,Kepler-1973 b,CONFIRMED,2.29,,,,,,,,,,,,,,,,,,,,,,,,
10227501,K00985.01,,FALSE POSITIVE,1.42,,,,,,,,,,,,,,,,,,,,,,,,
2854698,K00986.01,Kepler-260 b,CONFIRMED,1.92,,,,,,,,,,,,,,,,,,,,,,,,
2854698,K00986.02,Kepler-260 c,CONFIRMED,1.75,,,,,,,,,,,,,,,,,,,,,,,,
8559644,K00139.02,Kepler-111 b,CONFIRMED,1.67,,,,,,,,,,,,,,,,,,,,,,,,
6032981,K01054.01,,FALSE POSITIVE,15.33,,,,,,,,,,,,,,,,,,,,,,,,
5866099,K01055.01,,FALSE POSITIVE,38.6,,,,,,,,,,,,,,,,,,,,,,,,
5964985,K01056.01,,FALSE POSITIVE,20.42,,,,,,,,,,,,,,,,,,,,,,,,
6066416,K01057.01,,FALSE POSITIVE,0.98,,,,,,,,,,,,,,,,,,,,,,,,
1996679,K00147.01,,FALSE POSITIVE,40.15,,,,,,,,,,,,,,,,,,,,,,,,
2849805,K01116.01,Kepler-773 b,CONFIRMED,1.68,,,,,,,,,,,,,,,,,,,,,,,,
3114811,K01117.01,Kepler-774 b,CONFIRMED,3.51,,,,,,,,,,,,,,,,,,,,,,,,
2853446,K01118.01,,CANDIDATE,2.67,,,,,,,,,,,,,,,,,,,,,,,,
3003992,K01119.01,,FALSE POSITIVE,0.65,,,,,,,,,,,,,,,,,,,,,,,,
3942446,K01193.01,,CANDIDATE,10.4,,,,,,,,,,,,,,,,,,,,,,,,
3554031,K01194.01,Kepler-415 c,CONFIRMED,2.01,,,,,,,,,,,,,,,,,,,,,,,,
3554031,K01194.02,,CANDIDATE,1.57,,,,,,,,,,,,,,,,,,,,,,,,
3554031,K01194.03,Kepler-415 b,CONFIRMED,1.23,,,,,,,,,,,,,,,,,,,,,,,,
8394721,K00152.02,Kepler-79 c,CONFIRMED,3.63,,,,,,,,,,,,,,,,,,,,,,,,
7295235,K00987.01,Kepler-743 b,CONFIRMED,1.21,,,,,,,,,,,,,,,,,,,,,,,,
2302548,K00988.01,Kepler-261 b,CONFIRMED,2.18,,,,,,,,,,,,,,,,,,,,,,,,
2302548,K00988.02,Kepler-261 c,CONFIRMED,2.82,,,,,,,,,,,,,,,,,,,,,,,,
10743597,K00989.01,,FALSE POSITIVE,16.59,,,,,,,,,,,,,,,,,,,,,,,,
10743597,K00989.02,,FALSE POSITIVE,2.92,,,,,,,,,,,,,,,,,,,,,,,,
9818381,K00135.01,Kepler-43 b,CONFIRMED,12.14,,,,,,,,,,,,,,,,,,,,,,,,
6124941,K01058.01,,FALSE POSITIVE,5.85,,,,,,,,,,,,,,,,,,,,,,,,
6060203,K01059.01,Kepler-757 b,CONFIRMED,1.14,,,,,,,,,,,,,,,,,,,,,,,,
5880320,K01060.01,Kepler-758 b,CONFIRMED,2.98,,,,,,,,,,,,,,,,,,,,,,,,
5880320,K01060.02,Kepler-758 c,CONFIRMED,1.7,,,,,,,,,,,,,,,,,,,,,,,,
5880320,K01060.03,Kepler-758 d,CONFIRMED,2.96,,,,,,,,,,,,,,,,,,,,,,,,
3003992,K01119.02,,FALSE POSITIVE,0.62,,,,,,,,,,,,,,,,,,,,,,,,
6307537,K01120.01,,FALSE POSITIVE,20.06,,,,,,,,,,,,,,,,,,,,,,,,
6359798,K01121.01,,FALSE POSITIVE,53.25,,,,,,,,,,,,,,,,,,,,,,,,
6311681,K01122.01,,FALSE POSITIVE,35.27,,,,,,,,,,,,,,,,,,,,,,,,
6365321,K01123.01,,FALSE POSITIVE,32.11,,,,,,,,,,,,,,,,,,,,,,,,
6301035,K01124.01,,FALSE POSITIVE,37.47,,,,,,,,,,,,,,,,,,,,,,,,
3859079,K01199.01,Kepler-786 b,CONFIRMED,2.28,,,,,,,,,,,,,,,,,,,,,,,,
3557493,K01200.01,,FALSE POSITIVE,24.17,,,,,,,,,,,,,,,,,,,,,,,,
4061149,K01201.01,Kepler-1741 b,CONFIRMED,1.01,,,,,,,,,,,,,,,,,,,,,,,,
3444588,K01202.01,Kepler-787 b,CONFIRMED,1.16,,,,,,,,,,,,,,,,,,,,,,,,
8394721,K00152.03,Kepler-79 b,CONFIRMED,3.39,,,,,,,,,,,,,,,,,,,,,,,,
3962243,K01203.01,Kepler-276 c,CONFIRMED,3.7,,,,,,,,,,,,,,,,,,,,,,,,
10743597,K00989.03,,CANDIDATE,86.13,,,,,,,,,,,,,,,,,,,,,,,,
10015516,K00990.01,,FALSE POSITIVE,175.98,,,,,,,,,,,,,,,,,,,,,,,,
10154388,K00991.01,Kepler-744 b,CONFIRMED,1.62,,,,,,,,,,,,,,,,,,,,,,,,
1432789,K00992.01,Kepler-745 b,CONFIRMED,2.41,,,,,,,,,,,,,,,,,,,,,,,,
1718189,K00993.01,Kepler-262 c,CONFIRMED,1.75,,,,,,,,,,,,,,,,,,,,,,,,
5880320,K01060.04,Kepler-758 e,CONFIRMED,1.74,,,,,,,,,,,,,,,,,,,,,,,,
5130369,K00140.01,,FALSE POSITIVE,6.85,,,,,,,,,,,,,,,,,,,,,,,,
6037187,K01061.01,Kepler-759 b,CONFIRMED,2.02,,,,,,,,,,,,,,,,,,,,,,,,
6147122,K01062.01,,FALSE POSITIVE,2.02,,,,,,,,,,,,,,,,,,,,,,,,
8257407,K01063.01,,FALSE POSITIVE,102.08,,,,,,,,,,,,,,,,,,,,,,,,
8218274,K01064.01,,FALSE POSITIVE,67.35,,,,,,,,,,,,,,,,,,,,,,,,
3964562,K00015.01,,FALSE POSITIVE,65.25,,,,,,,,,,,,,,,,,,,,,,,,
5735762,K00148.01,Kepler-48 b,CONFIRMED,1.85,,,,,,,,,,,,,,,,,,,,,,,,
6292162,K01125.01,,FALSE POSITIVE,5.33,,,,,,,,,,,,,,,,,,,,,,,,
6307521,K01126.01,,FALSE POSITIVE,3.6,,,,,,,,,,,,,,,,,,,,,,,,
6359320,K01127.01,Kepler-269 b,CONFIRMED,2.26,,,,,,,,,,,,,,,,,,,,,,,,
3848972,K01187.01,,FALSE POSITIVE,26.67,,,,,,,,,,,,,,,,,,,,,,,,
3860441,K01188.01,,FALSE POSITIVE,21.81,,,,,,,,,,,,,,,,,,,,,,,,
3765771,K01189.01,,FALSE POSITIVE,67.17,,,,,,,,,,,,,,,,,,,,,,,,
3557341,K01190.01,,FALSE POSITIVE,23.05,,,,,,,,,,,,,,,,,,,,,,,,
3859628,K01191.01,Kepler-1740 b,CONFIRMED,3.29,,,,,,,,,,,,,,,,,,,,,,,,
3644071,K01192.01,,CANDIDATE,57.82,,,,,,,,,,,,,,,,,,,,,,,,
1718189,K00993.02,Kepler-262 b,CONFIRMED,1.45,,,,,,,,,,,,,,,,,,,,,,,,
1431122,K00994.01,,CANDIDATE,2.12,,,,,,,,,,,,,,,,,,,,,,,,
3858949,K00995.01,,FALSE POSITIVE,22.32,,,,,,,,,,,,,,,,,,,,,,,,
3858824,K00996.01,,FALSE POSITIVE,24.6,,,,,,,,,,,,,,,,,,,,,,,,
2157247,K00997.01,,FALSE POSITIVE,4.5,,,,,,,,,,,,,,,,,,,,,,,,
7601633,K00136.01,,FALSE POSITIVE,27.36,,,,,,,,,,,,,,,,,,,,,,,,
8242681,K01065.01,,FALSE POSITIVE,16.94,,,,,,,,,,,,,,,,,,,,,,,,
8260218,K01066.01,,CANDIDATE,9.29,,,,,,,,,,,,,,,,,,,,,,,,
8246781,K01067.01,,FALSE POSITIVE,49.82,,,,,,,,,,,,,,,,,,,,,,,,
8264070,K01068.01,,FALSE POSITIVE,14.35,,,,,,,,,,,,,,,,,,,,,,,,
8222813,K01069.01,Kepler-760 b,CONFIRMED,2.86,,,,,,,,,,,,,,,,,,,,,,,,
6359320,K01127.02,Kepler-269 c,CONFIRMED,1.39,,,,,,,,,,,,,,,,,,,,,,,,
6359320,K01127.03,,CANDIDATE,1.19,,,,,,,,,,,,,,,,,,,,,,,,
6362874,K01128.01,Kepler-775 b,CONFIRMED,1.16,,,,,,,,,,,,,,,,,,,,,,,,
6272413,K01129.01,Kepler-776 b,CONFIRMED,1.48,,,,,,,,,,,,,,,,,,,,,,,,
8279765,K01130.01,,FALSE POSITIVE,20.05,,,,,,,,,,,,,,,,,,,,,,,,
8330548,K01132.01,,FALSE POSITIVE,13.63,,,,,,,,,,,,,,,,,,,,,,,,
3348082,K01196.01,,FALSE POSITIVE,3.32,,,,,,,,,,,,,,,,,,,,,,,,
3853673,K01197.01,,FALSE POSITIVE,19.51,,,,,,,,,,,,,,,,,,,,,,,,
3447722,K01198.01,Kepler-275 c,CONFIRMED,3.42,,,,,,,,,,,,,,,,,,,,,,,,
3447722,K01198.02,Kepler-275 b,CONFIRMED,2.2,,,,,,,,,,,,,,,,,,,,,,,,
3447722,K01198.03,Kepler-275 d,CONFIRMED,3.02,,,,,,,,,,,,,,,,,,,,,,,,
3447722,K01198.04,,CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,
1432214,K00998.01,,FALSE POSITIVE,36.14,,,,,,,,,,,,,,,,,,,,,,,,
2165002,K00999.01,Kepler-263 b,CONFIRMED,2.54,,,,,,,,,,,,,,,,,,,,,,,,
2165002,K00999.02,Kepler-263 c,CONFIRMED,2.18,,,,,,,,,,,,,,,,,,,,,,,,
2441728,K01000.01,,FALSE POSITIVE,0.82,,,,,,,,,,,,,,,,,,,,,,,,
1871056,K01001.01,Kepler-264 b,CONFIRMED,3.71,,,,,,,,,,,,,,,,,,,,,,,,
8222813,K01069.02,Kepler-760 c,CONFIRMED,1.56,,,,,,,,,,,,,,,,,,,,,,,,
12105051,K00141.01,,CANDIDATE,5.11,,,,,,,,,,,,,,,,,,,,,,,,
8240904,K01070.01,Kepler-266 b,CONFIRMED,2.98,,,,,,,,,,,,,,,,,,,,,,,,
8240904,K01070.02,Kepler-266 c,CONFIRMED,4.75,,,,,,,,,,,,,,,,,,,,,,,,
8240904,K01070.03,,CANDIDATE,1.92,,,,,,,,,,,,,,,,,,,,,,,,
8374494,K01133.01,,FALSE POSITIVE,37.15,,,,,,,,,,,,,,,,,,,,,,,,
5735762,K00148.02,Kepler-48 c,CONFIRMED,2.63,,,,,,,,,,,,,,,,,,,,,,,,
8414907,K01134.01,,FALSE POSITIVE,29.55,,,,,,,,,,,,,,,,,,,,,,,,
8414907,K01134.02,,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,
8397446,K01135.01,,FALSE POSITIVE,43.98,,,,,,,,,,,,,,,,,,,,,,,,
8386035,K01136.01,,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,
3962243,K01203.02,Kepler-276 b,CONFIRMED,2.73,,,,,,,,,,,,,,,,,,,,,,,,
3962243,K01203.03,Kepler-276 d,CONFIRMED,4.14,,,,,,,,,,,,,,,,,,,,,,,,
3438507,K01204.01,Kepler-788 b,CONFIRMED,2,,,,,,,,,,,,,,,,,,,,,,,,
3869014,K01205.01,Kepler-789 b,CONFIRMED,5.99,,,,,,,,,,,,,,,,,,,,,,,,
3756801,K01206.01,,CANDIDATE,5.89,,,,,,,,,,,,,,,,,,,,,,,,
1871056,K01001.02,Kepler-264 c,CONFIRMED,3.42,,,,,,,,,,,,,,,,,,,,,,,,
1865042,K01002.01,Kepler-746 b,CONFIRMED,1.17,,,,,,,,,,,,,,,,,,,,,,,,
2438502,K01003.01,,FALSE POSITIVE,40.35,,,,,,,,,,,,,,,,,,,,,,,,
2309585,K01004.01,,FALSE POSITIVE,4.86,,,,,,,,,,,,,,,,,,,,,,,,
5780460,K01005.01,Kepler-747 b,CONFIRMED,5.17,,,,,,,,,,,,,,,,,,,,,,,,
8244190,K01071.01,,FALSE POSITIVE,1.29,,,,,,,,,,,,,,,,,,,,,,,,
8229696,K01072.01,Kepler-761 b,CONFIRMED,1.95,,,,,,,,,,,,,,,,,,,,,,,,
8262210,K01073.01,,FALSE POSITIVE,1.25,,,,,,,,,,,,,,,,,,,,,,,,
10272640,K01074.01,Kepler-762 b,CONFIRMED,12.05,,,,,,,,,,,,,,,,,,,,,,,,
10232123,K01075.01,,FALSE POSITIVE,18.66,,,,,,,,,,,,,,,,,,,,,,,,
10223616,K01076.01,,FALSE POSITIVE,15.25,,,,,,,,,,,,,,,,,,,,,,,,
8415745,K01138.01,,FALSE POSITIVE,35.8,,,,,,,,,,,,,,,,,,,,,,,,
8378634,K01139.01,,FALSE POSITIVE,3.28,,,,,,,,,,,,,,,,,,,,,,,,
8397675,K01140.01,,FALSE POSITIVE,97.36,,,,,,,,,,,,,,,,,,,,,,,,
8346392,K01141.01,Kepler-777 b,CONFIRMED,1.38,,,,,,,,,,,,,,,,,,,,,,,,
8288947,K01142.01,Kepler-778 b,CONFIRMED,1.58,,,,,,,,,,,,,,,,,,,,,,,,
8312852,K01143.01,,FALSE POSITIVE,2.74,,,,,,,,,,,,,,,,,,,,,,,,
9480189,K00941.01,Kepler-257 c,CONFIRMED,4.56,,,,,,,,,,,,,,,,,,,,,,,,
11974540,K00129.01,Kepler-470 b,CONFIRMED,77.76,,,,,,,,,,,,,,,,,,,,,,,,
9480189,K00941.02,Kepler-257 b,CONFIRMED,2.74,,,,,,,,,,,,,,,,,,,,,,,,
9480189,K00941.03,Kepler-257 d,CONFIRMED,5.34,,,,,,,,,,,,,,,,,,,,,,,,
